Details for patient C0747d, combinations ordered by fitness (best to worst):

1. Fitness: 0.920824, Average: 0.705517, Chromosome: [0, 1, 1, 1, 0, 1, 1]
91. Fitness: 0.884046, Average: 0.701274, Chromosome: [0, 1, 0, 0, 1, 0, 0]
92. Fitness: 0.883738, Average: 0.676522, Chromosome: [0, 0, 1, 1, 1, 0, 0]
93. Fitness: 0.882954, Average: 0.694899, Chromosome: [0, 1, 0, 0, 0, 1, 0]
94. Fitness: 0.881841, Average: 0.716669, Chromosome: [1, 0, 0, 0, 0, 1, 0]
95. Fitness: 0.880002, Average: 0.669587, Chromosome: [0, 0, 1, 0, 1, 0, 0]
96. Fitness: 0.878863, Average: 0.618072, Chromosome: [0, 0, 0, 1, 0, 1, 1]
97. Fitness: 0.878599, Average: 0.722668, Chromosome: [1, 1, 0, 0, 0, 0, 1]
98. Fitness: 0.876540, Average: 0.699658, Chromosome: [0, 1, 0, 0, 0, 0, 1]
99. Fitness: 0.875958, Average: 0.624346, Chromosome: [0, 0, 0, 1, 1, 1, 1]
100. Fitness: 0.875587, Average: 0.727321, Chromosome: [1, 1, 1, 1, 0, 0, 0]
101. Fitness: 0.875124, Average: 0.725635, Chromosome: [1, 0, 1, 1, 0, 0, 0]
102. Fitness: 0.874133, Average: 0.719478, Chromosome: [1, 0, 0, 0, 0, 0, 1]
103. Fitness: 0.874020, Average: 0.712883, Chromosome: [0, 1, 1, 1, 0, 0, 0]
104. Fitness: 0.870672, Average: 0.724159, Chromosome: [1, 1, 0, 1, 0, 0, 0]
105. Fitness: 0.867790, Average: 0.707922, Chromosome: [0, 1, 0, 1, 0, 0, 0]
106. Fitness: 0.867016, Average: 0.720602, Chromosome: [1, 0, 0, 1, 0, 0, 0]
107. Fitness: 0.865513, Average: 0.615846, Chromosome: [0, 0, 0, 1, 0, 0, 1]
108. Fitness: 0.864238, Average: 0.622797, Chromosome: [0, 0, 0, 1, 1, 0, 1]
109. Fitness: 0.863296, Average: 0.717290, Chromosome: [0, 1, 1, 0, 0, 0, 0]
110. Fitness: 0.860978, Average: 0.726110, Chromosome: [1, 1, 1, 0, 0, 0, 0]
111. Fitness: 0.860505, Average: 0.725268, Chromosome: [1, 0, 1, 0, 0, 0, 0]
112. Fitness: 0.859921, Average: 0.603028, Chromosome: [0, 0, 0, 1, 0, 1, 0]
113. Fitness: 0.857262, Average: 0.609896, Chromosome: [0, 0, 0, 1, 1, 1, 0]
114. Fitness: 0.855476, Average: 0.680969, Chromosome: [0, 0, 1, 1, 0, 0, 0]
115. Fitness: 0.854627, Average: 0.590420, Chromosome: [0, 0, 0, 0, 1, 1, 1]
116. Fitness: 0.845620, Average: 0.602299, Chromosome: [0, 0, 0, 1, 1, 0, 0]
117. Fitness: 0.842732, Average: 0.568647, Chromosome: [0, 0, 0, 0, 0, 1, 1]
118. Fitness: 0.842615, Average: 0.677499, Chromosome: [0, 0, 1, 0, 0, 0, 0]
119. Fitness: 0.840818, Average: 0.586027, Chromosome: [0, 0, 0, 0, 1, 0, 1]
120. Fitness: 0.839890, Average: 0.717875, Chromosome: [1, 1, 0, 0, 0, 0, 0]
121. Fitness: 0.834779, Average: 0.707165, Chromosome: [0, 1, 0, 0, 0, 0, 0]
122. Fitness: 0.834761, Average: 0.713658, Chromosome: [1, 0, 0, 0, 0, 0, 0]
123. Fitness: 0.833647, Average: 0.569802, Chromosome: [0, 0, 0, 0, 1, 1, 0]
124. Fitness: 0.820760, Average: 0.552519, Chromosome: [0, 0, 0, 0, 1, 0, 0]
125. Fitness: 0.820120, Average: 0.539534, Chromosome: [0, 0, 0, 0, 0, 1, 0]
126. Fitness: 0.809054, Average: 0.536567, Chromosome: [0, 0, 0, 0, 0, 0, 1]
127. Fitness: 0.806247, Average: 0.597680, Chromosome: [0, 0, 0, 1, 0, 0, 0]
