Details for patient C0011d, combinations ordered by fitness (best to worst):

1. Fitness: 0.786541, Average: 0.777723, Chromosome: [1, 1, 1, 1, 0, 0, 0]
26. Fitness: 0.739423, Average: 0.738699, Chromosome: [0, 1, 1, 1, 1, 0, 0]
27. Fitness: 0.737341, Average: 0.767986, Chromosome: [1, 1, 1, 0, 0, 0, 1]
28. Fitness: 0.735945, Average: 0.766193, Chromosome: [1, 0, 1, 0, 0, 0, 1]
29. Fitness: 0.735338, Average: 0.763799, Chromosome: [1, 1, 0, 1, 1, 1, 0]
30. Fitness: 0.733560, Average: 0.679747, Chromosome: [0, 0, 1, 1, 1, 0, 0]
31. Fitness: 0.733500, Average: 0.761857, Chromosome: [1, 1, 1, 1, 1, 0, 1]
32. Fitness: 0.732942, Average: 0.764405, Chromosome: [1, 1, 0, 1, 0, 0, 1]
33. Fitness: 0.732567, Average: 0.759745, Chromosome: [1, 0, 0, 1, 1, 1, 0]
34. Fitness: 0.732441, Average: 0.759398, Chromosome: [1, 0, 1, 1, 1, 0, 1]
35. Fitness: 0.731405, Average: 0.751920, Chromosome: [0, 1, 0, 0, 0, 0, 0]
36. Fitness: 0.730924, Average: 0.765764, Chromosome: [1, 1, 1, 0, 1, 1, 0]
37. Fitness: 0.730223, Average: 0.770489, Chromosome: [1, 1, 1, 1, 0, 1, 0]
38. Fitness: 0.729784, Average: 0.763472, Chromosome: [1, 0, 1, 0, 1, 1, 0]
39. Fitness: 0.729490, Average: 0.760473, Chromosome: [1, 0, 0, 1, 0, 0, 1]
40. Fitness: 0.729052, Average: 0.768346, Chromosome: [1, 0, 1, 1, 0, 1, 0]
41. Fitness: 0.726873, Average: 0.732213, Chromosome: [0, 1, 0, 1, 1, 0, 0]
42. Fitness: 0.724792, Average: 0.758908, Chromosome: [1, 1, 0, 1, 1, 0, 1]
43. Fitness: 0.723688, Average: 0.769799, Chromosome: [1, 1, 1, 0, 0, 1, 0]
44. Fitness: 0.723584, Average: 0.593810, Chromosome: [0, 0, 0, 1, 0, 0, 0]
45. Fitness: 0.722372, Average: 0.767971, Chromosome: [1, 0, 1, 0, 0, 1, 0]
46. Fitness: 0.721910, Average: 0.737381, Chromosome: [0, 1, 1, 0, 1, 0, 0]
47. Fitness: 0.721799, Average: 0.754859, Chromosome: [1, 0, 0, 1, 1, 0, 1]
48. Fitness: 0.721749, Average: 0.763378, Chromosome: [1, 1, 0, 0, 0, 0, 1]
49. Fitness: 0.720760, Average: 0.767586, Chromosome: [1, 1, 0, 1, 0, 1, 0]
50. Fitness: 0.719500, Average: 0.760787, Chromosome: [1, 1, 1, 0, 1, 0, 1]
51. Fitness: 0.718332, Average: 0.758502, Chromosome: [1, 0, 1, 0, 1, 0, 1]
52. Fitness: 0.718289, Average: 0.761716, Chromosome: [1, 1, 0, 0, 1, 1, 0]
53. Fitness: 0.717519, Average: 0.763784, Chromosome: [1, 0, 0, 1, 0, 1, 0]
54. Fitness: 0.716216, Average: 0.759609, Chromosome: [1, 0, 0, 0, 0, 0, 1]
55. Fitness: 0.714603, Average: 0.760552, Chromosome: [1, 1, 1, 1, 1, 1, 1]
56. Fitness: 0.713920, Average: 0.757557, Chromosome: [1, 0, 0, 0, 1, 1, 0]
57. Fitness: 0.713589, Average: 0.758101, Chromosome: [1, 0, 1, 1, 1, 1, 1]
58. Fitness: 0.710156, Average: 0.679733, Chromosome: [0, 0, 1, 0, 1, 0, 0]
59. Fitness: 0.708679, Average: 0.765298, Chromosome: [1, 1, 0, 0, 0, 1, 0]
60. Fitness: 0.707426, Average: 0.733082, Chromosome: [0, 1, 1, 1, 1, 1, 0]
61. Fitness: 0.706240, Average: 0.588112, Chromosome: [0, 0, 0, 1, 1, 0, 0]
62. Fitness: 0.706237, Average: 0.757685, Chromosome: [1, 1, 0, 1, 1, 1, 1]
63. Fitness: 0.705953, Average: 0.756695, Chromosome: [1, 1, 0, 0, 1, 0, 1]
64. Fitness: 0.703447, Average: 0.761675, Chromosome: [1, 0, 0, 0, 0, 1, 0]
65. Fitness: 0.703278, Average: 0.753687, Chromosome: [1, 0, 0, 1, 1, 1, 1]
66. Fitness: 0.701832, Average: 0.728859, Chromosome: [0, 1, 0, 0, 1, 0, 0]
67. Fitness: 0.701230, Average: 0.752535, Chromosome: [1, 0, 0, 0, 1, 0, 1]
68. Fitness: 0.700026, Average: 0.759364, Chromosome: [1, 1, 1, 0, 1, 1, 1]
69. Fitness: 0.698913, Average: 0.757071, Chromosome: [1, 0, 1, 0, 1, 1, 1]
70. Fitness: 0.698816, Average: 0.763615, Chromosome: [1, 1, 1, 1, 0, 1, 1]
71. Fitness: 0.697673, Average: 0.761503, Chromosome: [1, 0, 1, 1, 0, 1, 1]
72. Fitness: 0.695530, Average: 0.678682, Chromosome: [0, 0, 1, 1, 1, 1, 0]
73. Fitness: 0.695417, Average: 0.726908, Chromosome: [0, 1, 0, 1, 1, 1, 0]
74. Fitness: 0.690028, Average: 0.734060, Chromosome: [0, 1, 1, 1, 0, 0, 1]
75. Fitness: 0.689351, Average: 0.760748, Chromosome: [1, 1, 0, 1, 0, 1, 1]
76. Fitness: 0.689041, Average: 0.762467, Chromosome: [1, 1, 1, 0, 0, 1, 1]
77. Fitness: 0.687761, Average: 0.760635, Chromosome: [1, 0, 1, 0, 0, 1, 1]
78. Fitness: 0.687738, Average: 0.725535, Chromosome: [0, 1, 1, 1, 1, 0, 1]
79. Fitness: 0.687705, Average: 0.731124, Chromosome: [0, 1, 1, 0, 1, 1, 0]
80. Fitness: 0.686518, Average: 0.755358, Chromosome: [1, 1, 0, 0, 1, 1, 1]
81. Fitness: 0.685911, Average: 0.756969, Chromosome: [1, 0, 0, 1, 0, 1, 1]
82. Fitness: 0.682672, Average: 0.738926, Chromosome: [0, 1, 1, 1, 0, 1, 0]
83. Fitness: 0.681843, Average: 0.751242, Chromosome: [1, 0, 0, 0, 1, 1, 1]
84. Fitness: 0.675249, Average: 0.719389, Chromosome: [0, 1, 0, 1, 1, 0, 1]
85. Fitness: 0.674720, Average: 0.735284, Chromosome: [0, 1, 1, 0, 0, 0, 1]
86. Fitness: 0.674363, Average: 0.727994, Chromosome: [0, 1, 0, 1, 0, 0, 1]
87. Fitness: 0.673008, Average: 0.757977, Chromosome: [1, 1, 0, 0, 0, 1, 1]
88. Fitness: 0.671375, Average: 0.668580, Chromosome: [0, 0, 1, 1, 1, 0, 1]
89. Fitness: 0.669203, Average: 0.677888, Chromosome: [0, 0, 1, 0, 1, 1, 0]
90. Fitness: 0.669029, Average: 0.678059, Chromosome: [0, 0, 1, 1, 0, 0, 1]
91. Fitness: 0.667989, Average: 0.733257, Chromosome: [0, 1, 0, 1, 0, 1, 0]
92. Fitness: 0.667538, Average: 0.738108, Chromosome: [0, 1, 1, 0, 0, 1, 0]
93. Fitness: 0.667422, Average: 0.754336, Chromosome: [1, 0, 0, 0, 0, 1, 1]
94. Fitness: 0.667003, Average: 0.723009, Chromosome: [0, 1, 0, 0, 1, 1, 0]
95. Fitness: 0.666708, Average: 0.724746, Chromosome: [0, 1, 1, 1, 1, 1, 1]
96. Fitness: 0.665337, Average: 0.723292, Chromosome: [0, 1, 1, 0, 1, 0, 1]
97. Fitness: 0.662070, Average: 0.687859, Chromosome: [0, 0, 1, 1, 0, 1, 0]
98. Fitness: 0.660455, Average: 0.603960, Chromosome: [0, 0, 0, 1, 1, 1, 0]
99. Fitness: 0.654849, Average: 0.718874, Chromosome: [0, 1, 0, 1, 1, 1, 1]
100. Fitness: 0.647972, Average: 0.671006, Chromosome: [0, 0, 1, 1, 1, 1, 1]
101. Fitness: 0.644867, Average: 0.726661, Chromosome: [0, 1, 0, 0, 0, 0, 1]
102. Fitness: 0.643868, Average: 0.722265, Chromosome: [0, 1, 1, 0, 1, 1, 1]
103. Fitness: 0.642885, Average: 0.679475, Chromosome: [0, 0, 1, 0, 0, 0, 1]
104. Fitness: 0.642783, Average: 0.715013, Chromosome: [0, 1, 0, 0, 1, 0, 1]
105. Fitness: 0.641116, Average: 0.667249, Chromosome: [0, 0, 1, 0, 1, 0, 1]
106. Fitness: 0.639481, Average: 0.729928, Chromosome: [0, 1, 0, 0, 0, 1, 0]
107. Fitness: 0.638508, Average: 0.729221, Chromosome: [0, 1, 1, 1, 0, 1, 1]
108. Fitness: 0.637268, Average: 0.688502, Chromosome: [0, 0, 1, 0, 0, 1, 0]
109. Fitness: 0.630620, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
110. Fitness: 0.628542, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
111. Fitness: 0.624258, Average: 0.723582, Chromosome: [0, 1, 0, 1, 0, 1, 1]
112. Fitness: 0.621831, Average: 0.714262, Chromosome: [0, 1, 0, 0, 1, 1, 1]
113. Fitness: 0.617693, Average: 0.669553, Chromosome: [0, 0, 1, 0, 1, 1, 1]
114. Fitness: 0.617560, Average: 0.727139, Chromosome: [0, 1, 1, 0, 0, 1, 1]
115. Fitness: 0.610186, Average: 0.677043, Chromosome: [0, 0, 1, 1, 0, 1, 1]
116. Fitness: 0.605105, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
117. Fitness: 0.604039, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
118. Fitness: 0.603179, Average: 0.605679, Chromosome: [0, 0, 0, 1, 0, 1, 0]
119. Fitness: 0.588321, Average: 0.718745, Chromosome: [0, 1, 0, 0, 0, 1, 1]
120. Fitness: 0.577865, Average: 0.675861, Chromosome: [0, 0, 1, 0, 0, 1, 1]
121. Fitness: 0.564400, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
122. Fitness: 0.543069, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
123. Fitness: 0.505627, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
124. Fitness: 0.489137, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
125. Fitness: 0.343412, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
126. Fitness: 0.304087, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
127. Fitness: 0.198805, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
