Details for patient C0705d, combinations ordered by fitness (best to worst):

1. Fitness: 0.799261, Average: 0.699749, Chromosome: [0, 0, 1, 1, 0, 0, 0]
74. Fitness: 0.755917, Average: 0.766681, Chromosome: [1, 1, 1, 1, 1, 1, 0]
75. Fitness: 0.755418, Average: 0.770443, Chromosome: [1, 0, 0, 1, 0, 0, 0]
76. Fitness: 0.755198, Average: 0.758502, Chromosome: [1, 0, 1, 0, 1, 0, 1]
77. Fitness: 0.755179, Average: 0.753687, Chromosome: [1, 0, 0, 1, 1, 1, 1]
78. Fitness: 0.755101, Average: 0.767986, Chromosome: [1, 1, 1, 0, 0, 0, 1]
79. Fitness: 0.755006, Average: 0.770634, Chromosome: [1, 1, 1, 1, 1, 0, 0]
80. Fitness: 0.754761, Average: 0.767586, Chromosome: [1, 1, 0, 1, 0, 1, 0]
81. Fitness: 0.754724, Average: 0.756695, Chromosome: [1, 1, 0, 0, 1, 0, 1]
82. Fitness: 0.754227, Average: 0.757977, Chromosome: [1, 1, 0, 0, 0, 1, 1]
83. Fitness: 0.753933, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
84. Fitness: 0.753917, Average: 0.763378, Chromosome: [1, 1, 0, 0, 0, 0, 1]
85. Fitness: 0.753851, Average: 0.763799, Chromosome: [1, 1, 0, 1, 1, 1, 0]
86. Fitness: 0.753311, Average: 0.757071, Chromosome: [1, 0, 1, 0, 1, 1, 1]
87. Fitness: 0.753256, Average: 0.762467, Chromosome: [1, 1, 1, 0, 0, 1, 1]
88. Fitness: 0.752980, Average: 0.767612, Chromosome: [1, 1, 0, 1, 1, 0, 0]
89. Fitness: 0.752942, Average: 0.768346, Chromosome: [1, 0, 1, 1, 0, 1, 0]
90. Fitness: 0.752810, Average: 0.755358, Chromosome: [1, 1, 0, 0, 1, 1, 1]
91. Fitness: 0.752295, Average: 0.765764, Chromosome: [1, 1, 1, 0, 1, 1, 0]
92. Fitness: 0.752270, Average: 0.769854, Chromosome: [1, 1, 1, 0, 1, 0, 0]
93. Fitness: 0.752155, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
94. Fitness: 0.752046, Average: 0.764200, Chromosome: [1, 0, 1, 1, 1, 1, 0]
95. Fitness: 0.751955, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
96. Fitness: 0.751633, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
97. Fitness: 0.751373, Average: 0.766193, Chromosome: [1, 0, 1, 0, 0, 0, 1]
98. Fitness: 0.751189, Average: 0.779143, Chromosome: [1, 1, 1, 0, 0, 0, 0]
99. Fitness: 0.751001, Average: 0.763784, Chromosome: [1, 0, 0, 1, 0, 1, 0]
100. Fitness: 0.750963, Average: 0.768119, Chromosome: [1, 0, 1, 1, 1, 0, 0]
101. Fitness: 0.750774, Average: 0.752535, Chromosome: [1, 0, 0, 0, 1, 0, 1]
102. Fitness: 0.750089, Average: 0.759745, Chromosome: [1, 0, 0, 1, 1, 1, 0]
103. Fitness: 0.749900, Average: 0.754336, Chromosome: [1, 0, 0, 0, 0, 1, 1]
104. Fitness: 0.749526, Average: 0.760635, Chromosome: [1, 0, 1, 0, 0, 1, 1]
105. Fitness: 0.749107, Average: 0.759609, Chromosome: [1, 0, 0, 0, 0, 0, 1]
106. Fitness: 0.749077, Average: 0.765298, Chromosome: [1, 1, 0, 0, 0, 1, 0]
107. Fitness: 0.749041, Average: 0.763467, Chromosome: [1, 0, 0, 1, 1, 0, 0]
108. Fitness: 0.748848, Average: 0.751242, Chromosome: [1, 0, 0, 0, 1, 1, 1]
109. Fitness: 0.748355, Average: 0.763472, Chromosome: [1, 0, 1, 0, 1, 1, 0]
110. Fitness: 0.748306, Average: 0.769799, Chromosome: [1, 1, 1, 0, 0, 1, 0]
111. Fitness: 0.748150, Average: 0.767563, Chromosome: [1, 0, 1, 0, 1, 0, 0]
112. Fitness: 0.747689, Average: 0.761716, Chromosome: [1, 1, 0, 0, 1, 1, 0]
113. Fitness: 0.747548, Average: 0.765552, Chromosome: [1, 1, 0, 0, 1, 0, 0]
114. Fitness: 0.747505, Average: 0.774044, Chromosome: [1, 1, 0, 0, 0, 0, 0]
115. Fitness: 0.746901, Average: 0.777331, Chromosome: [1, 0, 1, 0, 0, 0, 0]
116. Fitness: 0.744393, Average: 0.761675, Chromosome: [1, 0, 0, 0, 0, 1, 0]
117. Fitness: 0.744304, Average: 0.767971, Chromosome: [1, 0, 1, 0, 0, 1, 0]
118. Fitness: 0.743406, Average: 0.757557, Chromosome: [1, 0, 0, 0, 1, 1, 0]
119. Fitness: 0.742992, Average: 0.761240, Chromosome: [1, 0, 0, 0, 1, 0, 0]
120. Fitness: 0.741214, Average: 0.769838, Chromosome: [1, 0, 0, 0, 0, 0, 0]
121. Fitness: 0.738600, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
122. Fitness: 0.725617, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
123. Fitness: 0.702542, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
124. Fitness: 0.684182, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
125. Fitness: 0.684109, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
126. Fitness: 0.683805, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
127. Fitness: 0.662607, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
