Details for patient C0685d, combinations ordered by fitness (best to worst):

1. Fitness: 0.804676, Average: 0.752936, Chromosome: [0, 1, 1, 1, 0, 0, 0]
28. Fitness: 0.777966, Average: 0.761857, Chromosome: [1, 1, 1, 1, 1, 0, 1]
29. Fitness: 0.777783, Average: 0.767586, Chromosome: [1, 1, 0, 1, 0, 1, 0]
30. Fitness: 0.777607, Average: 0.759398, Chromosome: [1, 0, 1, 1, 1, 0, 1]
31. Fitness: 0.776910, Average: 0.774516, Chromosome: [1, 1, 0, 1, 0, 0, 0]
32. Fitness: 0.776292, Average: 0.760748, Chromosome: [1, 1, 0, 1, 0, 1, 1]
33. Fitness: 0.776011, Average: 0.727139, Chromosome: [0, 1, 1, 0, 0, 1, 1]
34. Fitness: 0.775974, Average: 0.699749, Chromosome: [0, 0, 1, 1, 0, 0, 0]
35. Fitness: 0.775283, Average: 0.726908, Chromosome: [0, 1, 0, 1, 1, 1, 0]
36. Fitness: 0.774735, Average: 0.732213, Chromosome: [0, 1, 0, 1, 1, 0, 0]
37. Fitness: 0.774067, Average: 0.779143, Chromosome: [1, 1, 1, 0, 0, 0, 0]
38. Fitness: 0.773807, Average: 0.769799, Chromosome: [1, 1, 1, 0, 0, 1, 0]
39. Fitness: 0.773642, Average: 0.777331, Chromosome: [1, 0, 1, 0, 0, 0, 0]
40. Fitness: 0.773410, Average: 0.767971, Chromosome: [1, 0, 1, 0, 0, 1, 0]
41. Fitness: 0.772998, Average: 0.763784, Chromosome: [1, 0, 0, 1, 0, 1, 0]
42. Fitness: 0.772295, Average: 0.762467, Chromosome: [1, 1, 1, 0, 0, 1, 1]
43. Fitness: 0.772169, Average: 0.687859, Chromosome: [0, 0, 1, 1, 0, 1, 0]
44. Fitness: 0.771906, Average: 0.760635, Chromosome: [1, 0, 1, 0, 0, 1, 1]
45. Fitness: 0.771842, Average: 0.770443, Chromosome: [1, 0, 0, 1, 0, 0, 0]
46. Fitness: 0.771576, Average: 0.756969, Chromosome: [1, 0, 0, 1, 0, 1, 1]
47. Fitness: 0.771385, Average: 0.763799, Chromosome: [1, 1, 0, 1, 1, 1, 0]
48. Fitness: 0.771347, Average: 0.764405, Chromosome: [1, 1, 0, 1, 0, 0, 1]
49. Fitness: 0.770040, Average: 0.757685, Chromosome: [1, 1, 0, 1, 1, 1, 1]
50. Fitness: 0.770017, Average: 0.718874, Chromosome: [0, 1, 0, 1, 1, 1, 1]
51. Fitness: 0.770001, Average: 0.767612, Chromosome: [1, 1, 0, 1, 1, 0, 0]
52. Fitness: 0.768962, Average: 0.758908, Chromosome: [1, 1, 0, 1, 1, 0, 1]
53. Fitness: 0.768932, Average: 0.727994, Chromosome: [0, 1, 0, 1, 0, 0, 1]
54. Fitness: 0.768394, Average: 0.751920, Chromosome: [0, 1, 0, 0, 0, 0, 0]
55. Fitness: 0.766558, Average: 0.759745, Chromosome: [1, 0, 0, 1, 1, 1, 0]
56. Fitness: 0.766474, Average: 0.760473, Chromosome: [1, 0, 0, 1, 0, 0, 1]
57. Fitness: 0.765835, Average: 0.729928, Chromosome: [0, 1, 0, 0, 0, 1, 0]
58. Fitness: 0.765775, Average: 0.719389, Chromosome: [0, 1, 0, 1, 1, 0, 1]
59. Fitness: 0.765284, Average: 0.753687, Chromosome: [1, 0, 0, 1, 1, 1, 1]
60. Fitness: 0.764968, Average: 0.763467, Chromosome: [1, 0, 0, 1, 1, 0, 0]
61. Fitness: 0.764678, Average: 0.765298, Chromosome: [1, 1, 0, 0, 0, 1, 0]
62. Fitness: 0.764508, Average: 0.767986, Chromosome: [1, 1, 1, 0, 0, 0, 1]
63. Fitness: 0.764295, Average: 0.774044, Chromosome: [1, 1, 0, 0, 0, 0, 0]
64. Fitness: 0.764129, Average: 0.754859, Chromosome: [1, 0, 0, 1, 1, 0, 1]
65. Fitness: 0.764112, Average: 0.766193, Chromosome: [1, 0, 1, 0, 0, 0, 1]
66. Fitness: 0.763540, Average: 0.677043, Chromosome: [0, 0, 1, 1, 0, 1, 1]
67. Fitness: 0.763286, Average: 0.757977, Chromosome: [1, 1, 0, 0, 0, 1, 1]
68. Fitness: 0.760352, Average: 0.678682, Chromosome: [0, 0, 1, 1, 1, 1, 0]
69. Fitness: 0.759757, Average: 0.718745, Chromosome: [0, 1, 0, 0, 0, 1, 1]
70. Fitness: 0.759319, Average: 0.761675, Chromosome: [1, 0, 0, 0, 0, 1, 0]
71. Fitness: 0.758951, Average: 0.731124, Chromosome: [0, 1, 1, 0, 1, 1, 0]
72. Fitness: 0.758590, Average: 0.765764, Chromosome: [1, 1, 1, 0, 1, 1, 0]
73. Fitness: 0.758210, Average: 0.763472, Chromosome: [1, 0, 1, 0, 1, 1, 0]
74. Fitness: 0.758128, Average: 0.679747, Chromosome: [0, 0, 1, 1, 1, 0, 0]
75. Fitness: 0.758067, Average: 0.769838, Chromosome: [1, 0, 0, 0, 0, 0, 0]
76. Fitness: 0.758017, Average: 0.754336, Chromosome: [1, 0, 0, 0, 0, 1, 1]
77. Fitness: 0.757451, Average: 0.759364, Chromosome: [1, 1, 1, 0, 1, 1, 1]
78. Fitness: 0.757078, Average: 0.757071, Chromosome: [1, 0, 1, 0, 1, 1, 1]
79. Fitness: 0.757026, Average: 0.737381, Chromosome: [0, 1, 1, 0, 1, 0, 0]
80. Fitness: 0.756425, Average: 0.769854, Chromosome: [1, 1, 1, 0, 1, 0, 0]
81. Fitness: 0.756030, Average: 0.767563, Chromosome: [1, 0, 1, 0, 1, 0, 0]
82. Fitness: 0.755947, Average: 0.760787, Chromosome: [1, 1, 1, 0, 1, 0, 1]
83. Fitness: 0.755569, Average: 0.758502, Chromosome: [1, 0, 1, 0, 1, 0, 1]
84. Fitness: 0.755521, Average: 0.735284, Chromosome: [0, 1, 1, 0, 0, 0, 1]
85. Fitness: 0.754233, Average: 0.763378, Chromosome: [1, 1, 0, 0, 0, 0, 1]
86. Fitness: 0.753955, Average: 0.722265, Chromosome: [0, 1, 1, 0, 1, 1, 1]
87. Fitness: 0.752458, Average: 0.671006, Chromosome: [0, 0, 1, 1, 1, 1, 1]
88. Fitness: 0.748996, Average: 0.678059, Chromosome: [0, 0, 1, 1, 0, 0, 1]
89. Fitness: 0.748897, Average: 0.723292, Chromosome: [0, 1, 1, 0, 1, 0, 1]
90. Fitness: 0.748246, Average: 0.759609, Chromosome: [1, 0, 0, 0, 0, 0, 1]
91. Fitness: 0.746550, Average: 0.668580, Chromosome: [0, 0, 1, 1, 1, 0, 1]
92. Fitness: 0.746047, Average: 0.761716, Chromosome: [1, 1, 0, 0, 1, 1, 0]
93. Fitness: 0.745129, Average: 0.755358, Chromosome: [1, 1, 0, 0, 1, 1, 1]
94. Fitness: 0.743363, Average: 0.756695, Chromosome: [1, 1, 0, 0, 1, 0, 1]
95. Fitness: 0.743253, Average: 0.765552, Chromosome: [1, 1, 0, 0, 1, 0, 0]
96. Fitness: 0.742073, Average: 0.709798, Chromosome: [0, 0, 1, 0, 0, 0, 0]
97. Fitness: 0.741211, Average: 0.688502, Chromosome: [0, 0, 1, 0, 0, 1, 0]
98. Fitness: 0.740698, Average: 0.757557, Chromosome: [1, 0, 0, 0, 1, 1, 0]
99. Fitness: 0.739875, Average: 0.751242, Chromosome: [1, 0, 0, 0, 1, 1, 1]
100. Fitness: 0.738004, Average: 0.752535, Chromosome: [1, 0, 0, 0, 1, 0, 1]
101. Fitness: 0.737628, Average: 0.761240, Chromosome: [1, 0, 0, 0, 1, 0, 0]
102. Fitness: 0.735534, Average: 0.723009, Chromosome: [0, 1, 0, 0, 1, 1, 0]
103. Fitness: 0.732903, Average: 0.675861, Chromosome: [0, 0, 1, 0, 0, 1, 1]
104. Fitness: 0.731091, Average: 0.714262, Chromosome: [0, 1, 0, 0, 1, 1, 1]
105. Fitness: 0.731024, Average: 0.728859, Chromosome: [0, 1, 0, 0, 1, 0, 0]
106. Fitness: 0.730684, Average: 0.726661, Chromosome: [0, 1, 0, 0, 0, 0, 1]
107. Fitness: 0.724476, Average: 0.715013, Chromosome: [0, 1, 0, 0, 1, 0, 1]
108. Fitness: 0.718595, Average: 0.677888, Chromosome: [0, 0, 1, 0, 1, 1, 0]
109. Fitness: 0.712448, Average: 0.679733, Chromosome: [0, 0, 1, 0, 1, 0, 0]
110. Fitness: 0.711969, Average: 0.669553, Chromosome: [0, 0, 1, 0, 1, 1, 1]
111. Fitness: 0.704354, Average: 0.679475, Chromosome: [0, 0, 1, 0, 0, 0, 1]
112. Fitness: 0.704318, Average: 0.667249, Chromosome: [0, 0, 1, 0, 1, 0, 1]
113. Fitness: 0.682622, Average: 0.605679, Chromosome: [0, 0, 0, 1, 0, 1, 0]
114. Fitness: 0.676205, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
115. Fitness: 0.671629, Average: 0.593810, Chromosome: [0, 0, 0, 1, 0, 0, 0]
116. Fitness: 0.671321, Average: 0.603960, Chromosome: [0, 0, 0, 1, 1, 1, 0]
117. Fitness: 0.665773, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
118. Fitness: 0.659593, Average: 0.588112, Chromosome: [0, 0, 0, 1, 1, 0, 0]
119. Fitness: 0.655770, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
120. Fitness: 0.653179, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
121. Fitness: 0.520447, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
122. Fitness: 0.511755, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
123. Fitness: 0.500038, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
124. Fitness: 0.493294, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
125. Fitness: 0.475468, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
126. Fitness: 0.441059, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
127. Fitness: 0.395566, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
