Details for patient C0013d, combinations ordered by fitness (best to worst):

1. Fitness: 0.944362, Average: 0.759364, Chromosome: [1, 1, 1, 0, 1, 1, 1]
77. Fitness: 0.918919, Average: 0.767563, Chromosome: [1, 0, 1, 0, 1, 0, 0]
78. Fitness: 0.918745, Average: 0.678682, Chromosome: [0, 0, 1, 1, 1, 1, 0]
79. Fitness: 0.918542, Average: 0.770634, Chromosome: [1, 1, 1, 1, 1, 0, 0]
80. Fitness: 0.918165, Average: 0.768119, Chromosome: [1, 0, 1, 1, 1, 0, 0]
81. Fitness: 0.918059, Average: 0.767612, Chromosome: [1, 1, 0, 1, 1, 0, 0]
82. Fitness: 0.917599, Average: 0.763467, Chromosome: [1, 0, 0, 1, 1, 0, 0]
83. Fitness: 0.917290, Average: 0.765552, Chromosome: [1, 1, 0, 0, 1, 0, 0]
84. Fitness: 0.915718, Average: 0.761240, Chromosome: [1, 0, 0, 0, 1, 0, 0]
85. Fitness: 0.914856, Average: 0.667249, Chromosome: [0, 0, 1, 0, 1, 0, 1]
86. Fitness: 0.914585, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
87. Fitness: 0.914546, Average: 0.675861, Chromosome: [0, 0, 1, 0, 0, 1, 1]
88. Fitness: 0.913321, Average: 0.688502, Chromosome: [0, 0, 1, 0, 0, 1, 0]
89. Fitness: 0.913218, Average: 0.603960, Chromosome: [0, 0, 0, 1, 1, 1, 0]
90. Fitness: 0.913194, Average: 0.677043, Chromosome: [0, 0, 1, 1, 0, 1, 1]
91. Fitness: 0.912977, Average: 0.668580, Chromosome: [0, 0, 1, 1, 1, 0, 1]
92. Fitness: 0.912923, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
93. Fitness: 0.912658, Average: 0.679475, Chromosome: [0, 0, 1, 0, 0, 0, 1]
94. Fitness: 0.912032, Average: 0.687859, Chromosome: [0, 0, 1, 1, 0, 1, 0]
95. Fitness: 0.910281, Average: 0.678059, Chromosome: [0, 0, 1, 1, 0, 0, 1]
96. Fitness: 0.910119, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
97. Fitness: 0.905733, Average: 0.605679, Chromosome: [0, 0, 0, 1, 0, 1, 0]
98. Fitness: 0.904837, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
99. Fitness: 0.903652, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
100. Fitness: 0.900707, Average: 0.737381, Chromosome: [0, 1, 1, 0, 1, 0, 0]
101. Fitness: 0.900105, Average: 0.728859, Chromosome: [0, 1, 0, 0, 1, 0, 0]
102. Fitness: 0.899766, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
103. Fitness: 0.899503, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
104. Fitness: 0.899081, Average: 0.738699, Chromosome: [0, 1, 1, 1, 1, 0, 0]
105. Fitness: 0.898629, Average: 0.732213, Chromosome: [0, 1, 0, 1, 1, 0, 0]
106. Fitness: 0.891248, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
107. Fitness: 0.886372, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
108. Fitness: 0.884881, Average: 0.679733, Chromosome: [0, 0, 1, 0, 1, 0, 0]
109. Fitness: 0.884278, Average: 0.777723, Chromosome: [1, 1, 1, 1, 0, 0, 0]
110. Fitness: 0.883847, Average: 0.775478, Chromosome: [1, 0, 1, 1, 0, 0, 0]
111. Fitness: 0.883708, Average: 0.774516, Chromosome: [1, 1, 0, 1, 0, 0, 0]
112. Fitness: 0.883234, Average: 0.679747, Chromosome: [0, 0, 1, 1, 1, 0, 0]
113. Fitness: 0.883173, Average: 0.770443, Chromosome: [1, 0, 0, 1, 0, 0, 0]
114. Fitness: 0.879339, Average: 0.779143, Chromosome: [1, 1, 1, 0, 0, 0, 0]
115. Fitness: 0.878873, Average: 0.777331, Chromosome: [1, 0, 1, 0, 0, 0, 0]
116. Fitness: 0.871290, Average: 0.774044, Chromosome: [1, 1, 0, 0, 0, 0, 0]
117. Fitness: 0.870346, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
118. Fitness: 0.869994, Average: 0.588112, Chromosome: [0, 0, 0, 1, 1, 0, 0]
119. Fitness: 0.867375, Average: 0.752936, Chromosome: [0, 1, 1, 1, 0, 0, 0]
120. Fitness: 0.867125, Average: 0.769838, Chromosome: [1, 0, 0, 0, 0, 0, 0]
121. Fitness: 0.866598, Average: 0.746535, Chromosome: [0, 1, 0, 1, 0, 0, 0]
122. Fitness: 0.865207, Average: 0.759290, Chromosome: [0, 1, 1, 0, 0, 0, 0]
123. Fitness: 0.854473, Average: 0.751920, Chromosome: [0, 1, 0, 0, 0, 0, 0]
124. Fitness: 0.843121, Average: 0.699749, Chromosome: [0, 0, 1, 1, 0, 0, 0]
125. Fitness: 0.833960, Average: 0.709798, Chromosome: [0, 0, 1, 0, 0, 0, 0]
126. Fitness: 0.828982, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
127. Fitness: 0.823582, Average: 0.593810, Chromosome: [0, 0, 0, 1, 0, 0, 0]
