Details for patient C0687d, combinations ordered by fitness (best to worst):

1. Fitness: 0.818059, Average: 0.709798, Chromosome: [0, 0, 1, 0, 0, 0, 0]
2. Fitness: 0.816048, Average: 0.759290, Chromosome: [0, 1, 1, 0, 0, 0, 0]
3. Fitness: 0.815034, Average: 0.699749, Chromosome: [0, 0, 1, 1, 0, 0, 0]
4. Fitness: 0.814300, Average: 0.752936, Chromosome: [0, 1, 1, 1, 0, 0, 0]
5. Fitness: 0.803728, Average: 0.751920, Chromosome: [0, 1, 0, 0, 0, 0, 0]
6. Fitness: 0.803482, Average: 0.746535, Chromosome: [0, 1, 0, 1, 0, 0, 0]
7. Fitness: 0.781662, Average: 0.593810, Chromosome: [0, 0, 0, 1, 0, 0, 0]
8. Fitness: 0.767970, Average: 0.775478, Chromosome: [1, 0, 1, 1, 0, 0, 0]
9. Fitness: 0.767783, Average: 0.777723, Chromosome: [1, 1, 1, 1, 0, 0, 0]
10. Fitness: 0.761967, Average: 0.777331, Chromosome: [1, 0, 1, 0, 0, 0, 0]
11. Fitness: 0.761753, Average: 0.779143, Chromosome: [1, 1, 1, 0, 0, 0, 0]
12. Fitness: 0.757607, Average: 0.774516, Chromosome: [1, 1, 0, 1, 0, 0, 0]
13. Fitness: 0.751132, Average: 0.770443, Chromosome: [1, 0, 0, 1, 0, 0, 0]
14. Fitness: 0.750461, Average: 0.774044, Chromosome: [1, 1, 0, 0, 0, 0, 0]
15. Fitness: 0.743771, Average: 0.769838, Chromosome: [1, 0, 0, 0, 0, 0, 0]
16. Fitness: 0.743435, Average: 0.734060, Chromosome: [0, 1, 1, 1, 0, 0, 1]
17. Fitness: 0.738171, Average: 0.738926, Chromosome: [0, 1, 1, 1, 0, 1, 0]
18. Fitness: 0.732216, Average: 0.727994, Chromosome: [0, 1, 0, 1, 0, 0, 1]
19. Fitness: 0.727519, Average: 0.765244, Chromosome: [1, 0, 1, 1, 0, 0, 1]
20. Fitness: 0.727488, Average: 0.735284, Chromosome: [0, 1, 1, 0, 0, 0, 1]
21. Fitness: 0.727442, Average: 0.733257, Chromosome: [0, 1, 0, 1, 0, 1, 0]
