Details for patient C0687d, combinations ordered by fitness (best to worst):

1. Fitness: 0.818059, Average: 0.709798, Chromosome: [0, 0, 1, 0, 0, 0, 0]
22. Fitness: 0.727364, Average: 0.767422, Chromosome: [1, 1, 1, 1, 0, 0, 1]
23. Fitness: 0.726161, Average: 0.738699, Chromosome: [0, 1, 1, 1, 1, 0, 0]
24. Fitness: 0.724672, Average: 0.768346, Chromosome: [1, 0, 1, 1, 0, 1, 0]
25. Fitness: 0.724523, Average: 0.770489, Chromosome: [1, 1, 1, 1, 0, 1, 0]
26. Fitness: 0.723930, Average: 0.678059, Chromosome: [0, 0, 1, 1, 0, 0, 1]
27. Fitness: 0.722114, Average: 0.738108, Chromosome: [0, 1, 1, 0, 0, 1, 0]
28. Fitness: 0.718651, Average: 0.687859, Chromosome: [0, 0, 1, 1, 0, 1, 0]
29. Fitness: 0.717643, Average: 0.764405, Chromosome: [1, 1, 0, 1, 0, 0, 1]
30. Fitness: 0.716813, Average: 0.768119, Chromosome: [1, 0, 1, 1, 1, 0, 0]
31. Fitness: 0.716666, Average: 0.770634, Chromosome: [1, 1, 1, 1, 1, 0, 0]
32. Fitness: 0.716536, Average: 0.766193, Chromosome: [1, 0, 1, 0, 0, 0, 1]
33. Fitness: 0.716362, Average: 0.767986, Chromosome: [1, 1, 1, 0, 0, 0, 1]
34. Fitness: 0.715118, Average: 0.767586, Chromosome: [1, 1, 0, 1, 0, 1, 0]
35. Fitness: 0.715003, Average: 0.732213, Chromosome: [0, 1, 0, 1, 1, 0, 0]
36. Fitness: 0.713756, Average: 0.767971, Chromosome: [1, 0, 1, 0, 0, 1, 0]
37. Fitness: 0.713591, Average: 0.769799, Chromosome: [1, 1, 1, 0, 0, 1, 0]
38. Fitness: 0.711125, Average: 0.760473, Chromosome: [1, 0, 0, 1, 0, 0, 1]
39. Fitness: 0.708801, Average: 0.763784, Chromosome: [1, 0, 0, 1, 0, 1, 0]
40. Fitness: 0.707105, Average: 0.767612, Chromosome: [1, 1, 0, 1, 1, 0, 0]
41. Fitness: 0.706316, Average: 0.729221, Chromosome: [0, 1, 1, 1, 0, 1, 1]
42. Fitness: 0.705702, Average: 0.726661, Chromosome: [0, 1, 0, 0, 0, 0, 1]
43. Fitness: 0.704091, Average: 0.761503, Chromosome: [1, 0, 1, 1, 0, 1, 1]
44. Fitness: 0.703957, Average: 0.763615, Chromosome: [1, 1, 1, 1, 0, 1, 1]
45. Fitness: 0.703746, Average: 0.763378, Chromosome: [1, 1, 0, 0, 0, 0, 1]
46. Fitness: 0.703273, Average: 0.679747, Chromosome: [0, 0, 1, 1, 1, 0, 0]
47. Fitness: 0.701364, Average: 0.765298, Chromosome: [1, 1, 0, 0, 0, 1, 0]
48. Fitness: 0.701322, Average: 0.729928, Chromosome: [0, 1, 0, 0, 0, 1, 0]
49. Fitness: 0.700616, Average: 0.763467, Chromosome: [1, 0, 0, 1, 1, 0, 0]
50. Fitness: 0.698835, Average: 0.767563, Chromosome: [1, 0, 1, 0, 1, 0, 0]
51. Fitness: 0.698675, Average: 0.769854, Chromosome: [1, 1, 1, 0, 1, 0, 0]
52. Fitness: 0.697314, Average: 0.737381, Chromosome: [0, 1, 1, 0, 1, 0, 0]
53. Fitness: 0.696736, Average: 0.759609, Chromosome: [1, 0, 0, 0, 0, 0, 1]
54. Fitness: 0.696059, Average: 0.764200, Chromosome: [1, 0, 1, 1, 1, 1, 0]
55. Fitness: 0.695931, Average: 0.766681, Chromosome: [1, 1, 1, 1, 1, 1, 0]
56. Fitness: 0.695777, Average: 0.723582, Chromosome: [0, 1, 0, 1, 0, 1, 1]
57. Fitness: 0.695351, Average: 0.679475, Chromosome: [0, 0, 1, 0, 0, 0, 1]
58. Fitness: 0.694875, Average: 0.760748, Chromosome: [1, 1, 0, 1, 0, 1, 1]
59. Fitness: 0.694610, Average: 0.761675, Chromosome: [1, 0, 0, 0, 0, 1, 0]
60. Fitness: 0.694449, Average: 0.733082, Chromosome: [0, 1, 1, 1, 1, 1, 0]
61. Fitness: 0.691372, Average: 0.760635, Chromosome: [1, 0, 1, 0, 0, 1, 1]
62. Fitness: 0.691225, Average: 0.762467, Chromosome: [1, 1, 1, 0, 0, 1, 1]
63. Fitness: 0.691077, Average: 0.688502, Chromosome: [0, 0, 1, 0, 0, 1, 0]
64. Fitness: 0.688635, Average: 0.756969, Chromosome: [1, 0, 0, 1, 0, 1, 1]
65. Fitness: 0.687021, Average: 0.763799, Chromosome: [1, 1, 0, 1, 1, 1, 0]
66. Fitness: 0.685806, Average: 0.759398, Chromosome: [1, 0, 1, 1, 1, 0, 1]
67. Fitness: 0.685692, Average: 0.765552, Chromosome: [1, 1, 0, 0, 1, 0, 0]
68. Fitness: 0.685680, Average: 0.761857, Chromosome: [1, 1, 1, 1, 1, 0, 1]
69. Fitness: 0.685609, Average: 0.727139, Chromosome: [0, 1, 1, 0, 0, 1, 1]
70. Fitness: 0.684087, Average: 0.726908, Chromosome: [0, 1, 0, 1, 1, 1, 0]
71. Fitness: 0.681610, Average: 0.677043, Chromosome: [0, 0, 1, 1, 0, 1, 1]
72. Fitness: 0.680850, Average: 0.759745, Chromosome: [1, 0, 0, 1, 1, 1, 0]
73. Fitness: 0.679376, Average: 0.725535, Chromosome: [0, 1, 1, 1, 1, 0, 1]
74. Fitness: 0.678893, Average: 0.758101, Chromosome: [1, 0, 1, 1, 1, 1, 1]
75. Fitness: 0.678777, Average: 0.760552, Chromosome: [1, 1, 1, 1, 1, 1, 1]
76. Fitness: 0.678722, Average: 0.757977, Chromosome: [1, 1, 0, 0, 0, 1, 1]
77. Fitness: 0.678618, Average: 0.761240, Chromosome: [1, 0, 0, 0, 1, 0, 0]
78. Fitness: 0.677722, Average: 0.763472, Chromosome: [1, 0, 1, 0, 1, 1, 0]
79. Fitness: 0.677586, Average: 0.765764, Chromosome: [1, 1, 1, 0, 1, 1, 0]
80. Fitness: 0.676587, Average: 0.758908, Chromosome: [1, 1, 0, 1, 1, 0, 1]
81. Fitness: 0.673664, Average: 0.728859, Chromosome: [0, 1, 0, 0, 1, 0, 0]
82. Fitness: 0.671982, Average: 0.754336, Chromosome: [1, 0, 0, 0, 0, 1, 1]
83. Fitness: 0.670213, Average: 0.754859, Chromosome: [1, 0, 0, 1, 1, 0, 1]
84. Fitness: 0.670176, Average: 0.757685, Chromosome: [1, 1, 0, 1, 1, 1, 1]
85. Fitness: 0.670085, Average: 0.724746, Chromosome: [0, 1, 1, 1, 1, 1, 1]
86. Fitness: 0.668545, Average: 0.719389, Chromosome: [0, 1, 0, 1, 1, 0, 1]
87. Fitness: 0.668450, Average: 0.678682, Chromosome: [0, 0, 1, 1, 1, 1, 0]
88. Fitness: 0.666236, Average: 0.758502, Chromosome: [1, 0, 1, 0, 1, 0, 1]
89. Fitness: 0.666102, Average: 0.760787, Chromosome: [1, 1, 1, 0, 1, 0, 1]
90. Fitness: 0.664974, Average: 0.761716, Chromosome: [1, 1, 0, 0, 1, 1, 0]
91. Fitness: 0.664865, Average: 0.731124, Chromosome: [0, 1, 1, 0, 1, 1, 0]
92. Fitness: 0.664117, Average: 0.753687, Chromosome: [1, 0, 0, 1, 1, 1, 1]
93. Fitness: 0.663325, Average: 0.718745, Chromosome: [0, 1, 0, 0, 0, 1, 1]
94. Fitness: 0.660031, Average: 0.718874, Chromosome: [0, 1, 0, 1, 1, 1, 1]
95. Fitness: 0.659971, Average: 0.757071, Chromosome: [1, 0, 1, 0, 1, 1, 1]
96. Fitness: 0.659848, Average: 0.759364, Chromosome: [1, 1, 1, 0, 1, 1, 1]
97. Fitness: 0.658341, Average: 0.679733, Chromosome: [0, 0, 1, 0, 1, 0, 0]
98. Fitness: 0.658265, Average: 0.757557, Chromosome: [1, 0, 0, 0, 1, 1, 0]
99. Fitness: 0.655866, Average: 0.586434, Chromosome: [0, 0, 0, 1, 0, 0, 1]
100. Fitness: 0.655159, Average: 0.605679, Chromosome: [0, 0, 0, 1, 0, 1, 0]
101. Fitness: 0.652823, Average: 0.756695, Chromosome: [1, 1, 0, 0, 1, 0, 1]
102. Fitness: 0.649753, Average: 0.668580, Chromosome: [0, 0, 1, 1, 1, 0, 1]
103. Fitness: 0.648317, Average: 0.675861, Chromosome: [0, 0, 1, 0, 0, 1, 1]
104. Fitness: 0.647234, Average: 0.755358, Chromosome: [1, 1, 0, 0, 1, 1, 1]
105. Fitness: 0.646893, Average: 0.723292, Chromosome: [0, 1, 1, 0, 1, 0, 1]
106. Fitness: 0.645812, Average: 0.752535, Chromosome: [1, 0, 0, 0, 1, 0, 1]
107. Fitness: 0.642117, Average: 0.723009, Chromosome: [0, 1, 0, 0, 1, 1, 0]
108. Fitness: 0.641788, Average: 0.671006, Chromosome: [0, 0, 1, 1, 1, 1, 1]
109. Fitness: 0.640631, Average: 0.751242, Chromosome: [1, 0, 0, 0, 1, 1, 1]
110. Fitness: 0.639514, Average: 0.722265, Chromosome: [0, 1, 1, 0, 1, 1, 1]
111. Fitness: 0.632041, Average: 0.588112, Chromosome: [0, 0, 0, 1, 1, 0, 0]
112. Fitness: 0.625225, Average: 0.677888, Chromosome: [0, 0, 1, 0, 1, 1, 0]
113. Fitness: 0.622018, Average: 0.715013, Chromosome: [0, 1, 0, 0, 1, 0, 1]
114. Fitness: 0.616765, Average: 0.714262, Chromosome: [0, 1, 0, 0, 1, 1, 1]
115. Fitness: 0.614310, Average: 0.598375, Chromosome: [0, 0, 0, 1, 0, 1, 1]
116. Fitness: 0.601856, Average: 0.667249, Chromosome: [0, 0, 1, 0, 1, 0, 1]
117. Fitness: 0.601454, Average: 0.603960, Chromosome: [0, 0, 0, 1, 1, 1, 0]
118. Fitness: 0.598486, Average: 0.669553, Chromosome: [0, 0, 1, 0, 1, 1, 1]
119. Fitness: 0.575294, Average: 0.598188, Chromosome: [0, 0, 0, 1, 1, 1, 1]
120. Fitness: 0.575251, Average: 0.587667, Chromosome: [0, 0, 0, 1, 1, 0, 1]
121. Fitness: 0.427467, Average: 0.536070, Chromosome: [0, 0, 0, 0, 0, 1, 0]
122. Fitness: 0.416382, Average: 0.530906, Chromosome: [0, 0, 0, 0, 0, 1, 1]
123. Fitness: 0.410002, Average: 0.555638, Chromosome: [0, 0, 0, 0, 1, 1, 0]
124. Fitness: 0.407118, Average: 0.552607, Chromosome: [0, 0, 0, 0, 1, 1, 1]
125. Fitness: 0.352509, Average: 0.533622, Chromosome: [0, 0, 0, 0, 1, 0, 1]
126. Fitness: 0.338721, Average: 0.516132, Chromosome: [0, 0, 0, 0, 1, 0, 0]
127. Fitness: 0.337845, Average: 0.465650, Chromosome: [0, 0, 0, 0, 0, 0, 1]
