Details for patient C0024d, combinations ordered by fitness (best to worst):

1. Fitness: 0.880525, Average: 0.707883, Chromosome: [0, 1, 1, 1, 1, 1, 1]
45. Fitness: 0.863080, Average: 0.722944, Chromosome: [1, 1, 0, 1, 1, 1, 0]
46. Fitness: 0.862756, Average: 0.707047, Chromosome: [0, 1, 0, 1, 0, 0, 1]
47. Fitness: 0.862132, Average: 0.675751, Chromosome: [0, 0, 1, 0, 1, 0, 1]
48. Fitness: 0.862054, Average: 0.712883, Chromosome: [0, 1, 1, 1, 0, 0, 0]
49. Fitness: 0.861444, Average: 0.724998, Chromosome: [1, 1, 1, 0, 0, 1, 1]
50. Fitness: 0.861303, Average: 0.724315, Chromosome: [1, 0, 1, 0, 0, 1, 1]
51. Fitness: 0.861134, Average: 0.724877, Chromosome: [1, 1, 1, 0, 1, 1, 0]
52. Fitness: 0.860960, Average: 0.721471, Chromosome: [1, 1, 0, 1, 0, 1, 0]
53. Fitness: 0.860861, Average: 0.724142, Chromosome: [1, 0, 1, 0, 1, 1, 0]
54. Fitness: 0.860519, Average: 0.719970, Chromosome: [1, 0, 0, 1, 1, 1, 0]
55. Fitness: 0.860252, Average: 0.721646, Chromosome: [1, 1, 0, 0, 1, 1, 1]
56. Fitness: 0.860247, Average: 0.727229, Chromosome: [1, 1, 0, 1, 1, 0, 1]
57. Fitness: 0.860137, Average: 0.609896, Chromosome: [0, 0, 0, 1, 1, 1, 0]
58. Fitness: 0.860111, Average: 0.681801, Chromosome: [0, 0, 1, 1, 0, 0, 1]
59. Fitness: 0.860003, Average: 0.702577, Chromosome: [0, 1, 0, 0, 1, 0, 1]
60. Fitness: 0.859971, Average: 0.695781, Chromosome: [0, 1, 0, 0, 0, 1, 1]
61. Fitness: 0.859656, Average: 0.665640, Chromosome: [0, 0, 1, 0, 0, 1, 0]
62. Fitness: 0.858478, Average: 0.729124, Chromosome: [1, 1, 1, 0, 1, 0, 1]
63. Fitness: 0.858442, Average: 0.718433, Chromosome: [1, 0, 0, 1, 0, 1, 0]
64. Fitness: 0.858298, Average: 0.728461, Chromosome: [1, 0, 1, 0, 1, 0, 1]
65. Fitness: 0.857933, Average: 0.603028, Chromosome: [0, 0, 0, 1, 0, 1, 0]
66. Fitness: 0.857864, Average: 0.724414, Chromosome: [1, 0, 0, 1, 1, 0, 1]
67. Fitness: 0.857814, Average: 0.719011, Chromosome: [1, 0, 0, 0, 1, 1, 1]
68. Fitness: 0.857116, Average: 0.729732, Chromosome: [1, 1, 1, 1, 0, 0, 1]
69. Fitness: 0.857033, Average: 0.707922, Chromosome: [0, 1, 0, 1, 0, 0, 0]
70. Fitness: 0.856976, Average: 0.728293, Chromosome: [1, 0, 1, 1, 0, 0, 1]
71. Fitness: 0.854596, Average: 0.709755, Chromosome: [0, 1, 1, 0, 0, 0, 1]
72. Fitness: 0.854402, Average: 0.724639, Chromosome: [1, 1, 1, 0, 0, 1, 0]
73. Fitness: 0.854259, Average: 0.708115, Chromosome: [0, 1, 1, 1, 1, 0, 0]
74. Fitness: 0.854162, Average: 0.723871, Chromosome: [1, 0, 1, 0, 0, 1, 0]
75. Fitness: 0.853921, Average: 0.622797, Chromosome: [0, 0, 0, 1, 1, 0, 1]
76. Fitness: 0.853797, Average: 0.726908, Chromosome: [1, 1, 0, 1, 0, 0, 1]
77. Fitness: 0.853422, Average: 0.721117, Chromosome: [1, 1, 0, 0, 1, 1, 0]
78. Fitness: 0.852677, Average: 0.680969, Chromosome: [0, 0, 1, 1, 0, 0, 0]
79. Fitness: 0.852609, Average: 0.694899, Chromosome: [0, 1, 0, 0, 0, 1, 0]
80. Fitness: 0.852201, Average: 0.590420, Chromosome: [0, 0, 0, 0, 1, 1, 1]
81. Fitness: 0.851386, Average: 0.723941, Chromosome: [1, 0, 0, 1, 0, 0, 1]
82. Fitness: 0.851184, Average: 0.725311, Chromosome: [1, 1, 0, 0, 1, 0, 1]
83. Fitness: 0.850708, Average: 0.718243, Chromosome: [1, 0, 0, 0, 1, 1, 0]
84. Fitness: 0.849847, Average: 0.703811, Chromosome: [0, 1, 0, 1, 1, 0, 0]
85. Fitness: 0.849568, Average: 0.720134, Chromosome: [1, 1, 0, 0, 0, 1, 1]
86. Fitness: 0.849114, Average: 0.569802, Chromosome: [0, 0, 0, 0, 1, 1, 0]
87. Fitness: 0.848655, Average: 0.722614, Chromosome: [1, 0, 0, 0, 1, 0, 1]
88. Fitness: 0.847491, Average: 0.672457, Chromosome: [0, 0, 1, 0, 0, 0, 1]
89. Fitness: 0.847399, Average: 0.568647, Chromosome: [0, 0, 0, 0, 0, 1, 1]
90. Fitness: 0.847340, Average: 0.717289, Chromosome: [1, 0, 0, 0, 0, 1, 1]
91. Fitness: 0.846613, Average: 0.727321, Chromosome: [1, 1, 1, 1, 0, 0, 0]
92. Fitness: 0.846420, Average: 0.707617, Chromosome: [0, 1, 1, 0, 1, 0, 0]
93. Fitness: 0.846398, Average: 0.725635, Chromosome: [1, 0, 1, 1, 0, 0, 0]
94. Fitness: 0.845774, Average: 0.717290, Chromosome: [0, 1, 1, 0, 0, 0, 0]
95. Fitness: 0.845755, Average: 0.676522, Chromosome: [0, 0, 1, 1, 1, 0, 0]
96. Fitness: 0.844887, Average: 0.727846, Chromosome: [1, 1, 1, 1, 1, 0, 0]
97. Fitness: 0.844800, Average: 0.728850, Chromosome: [1, 1, 1, 0, 0, 0, 1]
98. Fitness: 0.844656, Average: 0.726265, Chromosome: [1, 0, 1, 1, 1, 0, 0]
99. Fitness: 0.844629, Average: 0.728142, Chromosome: [1, 0, 1, 0, 0, 0, 1]
100. Fitness: 0.843542, Average: 0.615846, Chromosome: [0, 0, 0, 1, 0, 0, 1]
101. Fitness: 0.841767, Average: 0.539534, Chromosome: [0, 0, 0, 0, 0, 1, 0]
102. Fitness: 0.841419, Average: 0.719766, Chromosome: [1, 1, 0, 0, 0, 1, 0]
103. Fitness: 0.841370, Average: 0.724159, Chromosome: [1, 1, 0, 1, 0, 0, 0]
104. Fitness: 0.840388, Average: 0.725042, Chromosome: [1, 1, 0, 1, 1, 0, 0]
105. Fitness: 0.839291, Average: 0.699658, Chromosome: [0, 1, 0, 0, 0, 0, 1]
106. Fitness: 0.838921, Average: 0.716669, Chromosome: [1, 0, 0, 0, 0, 1, 0]
107. Fitness: 0.837542, Average: 0.720602, Chromosome: [1, 0, 0, 1, 0, 0, 0]
108. Fitness: 0.837395, Average: 0.721836, Chromosome: [1, 0, 0, 1, 1, 0, 0]
109. Fitness: 0.837109, Average: 0.586027, Chromosome: [0, 0, 0, 0, 1, 0, 1]
110. Fitness: 0.836316, Average: 0.727435, Chromosome: [1, 1, 1, 0, 1, 0, 0]
111. Fitness: 0.836220, Average: 0.669587, Chromosome: [0, 0, 1, 0, 1, 0, 0]
112. Fitness: 0.836056, Average: 0.726672, Chromosome: [1, 0, 1, 0, 1, 0, 0]
113. Fitness: 0.833697, Average: 0.701274, Chromosome: [0, 1, 0, 0, 1, 0, 0]
114. Fitness: 0.830682, Average: 0.677499, Chromosome: [0, 0, 1, 0, 0, 0, 0]
115. Fitness: 0.830479, Average: 0.722668, Chromosome: [1, 1, 0, 0, 0, 0, 1]
116. Fitness: 0.828021, Average: 0.597680, Chromosome: [0, 0, 0, 1, 0, 0, 0]
117. Fitness: 0.827588, Average: 0.719478, Chromosome: [1, 0, 0, 0, 0, 0, 1]
118. Fitness: 0.825705, Average: 0.723442, Chromosome: [1, 1, 0, 0, 1, 0, 0]
119. Fitness: 0.825301, Average: 0.602299, Chromosome: [0, 0, 0, 1, 1, 0, 0]
120. Fitness: 0.824961, Average: 0.726110, Chromosome: [1, 1, 1, 0, 0, 0, 0]
121. Fitness: 0.824633, Average: 0.725268, Chromosome: [1, 0, 1, 0, 0, 0, 0]
122. Fitness: 0.823307, Average: 0.707165, Chromosome: [0, 1, 0, 0, 0, 0, 0]
123. Fitness: 0.821870, Average: 0.720266, Chromosome: [1, 0, 0, 0, 1, 0, 0]
124. Fitness: 0.805972, Average: 0.717875, Chromosome: [1, 1, 0, 0, 0, 0, 0]
125. Fitness: 0.800883, Average: 0.536567, Chromosome: [0, 0, 0, 0, 0, 0, 1]
126. Fitness: 0.798767, Average: 0.713658, Chromosome: [1, 0, 0, 0, 0, 0, 0]
127. Fitness: 0.792669, Average: 0.552519, Chromosome: [0, 0, 0, 0, 1, 0, 0]
